Name,Tagline,Description,Highlights,Tech Stack,Images,Live,Repo
Portfolio Slides,Showcase,Featured work and project highlights.,,Design,assets/images/slides (1).png;assets/images/slides (1)1.png;assets/images/slides (2).png;assets/images/slides (3).png,,
